city,district,front,rooms,living_rooms,bath_rooms,street_width,level,age,kitchen,garage,elevator,area,dimension_1,dimension_2,price
الدمام,حي الفردوس,شرقية,5,1,3,30,2,0,1,0,1,190,13,13,580000
الدمام,حي طيبة,شمالية,3,1,3,25,2,0,0,0,1,325,18,18,700000
الدمام,حي الفردوس,شرقية,5,1,3,25,2,0,1,0,1,190,13,13,580000
تبوك,حي ابو سبعة,شمالية,6,1,4,30,1,0,1,0,0,171,13,13,650000
الدمام,حي النور,شرقية,5,1,3,30,1,0,0,0,1,175,13,13,480000
جدة,حي الريان,غربية,5,1,4,16,2,0,1,1,1,175,13,13,695000
جدة,حي الواحة,شمالية,4,1,4,30,5,0,1,1,1,122,11,11,410000
جدة,حي الواحة,شمالية,5,1,4,30,4,0,1,1,1,186,13,13,590000
جدة,حي ابرق الرغامة,شمالية,5,1,3,20,2,0,1,1,1,184,13,13,530000
جدة,حي الواحة,شمالية,4,1,3,25,4,0,1,1,1,129,11,11,485000
الدمام,حي المنار,شمالية,7,2,4,20,2,1,1,1,1,221,14,14,750000
جدة,حي الواحة,شمالية غربية,5,1,3,20,3,0,1,1,1,160,12,12,520000
الدمام,حي الضباب,شرقية,5,1,3,25,3,0,1,0,1,210,14,14,750000
الدمام,حي الفردوس,شرقية,5,1,4,53,3,0,1,1,1,160,12,12,460000
الدمام,حي النور,جنوبية,3,1,3,14,2,2,1,1,1,198,14,14,495000
جدة,حي النزهة,شمالية,5,1,4,16,2,0,1,1,1,175,13,13,720154
جدة,حي النزهة,شمالية,5,1,4,18,2,0,1,1,1,175,13,13,720000
الدمام,حي الفردوس,شرقية,1,1,3,55,1,0,1,1,1,150,12,12,435000
الرياض,حي لبن,جنوبية,4,1,3,31,1,6,0,0,0,113,10,10,450000
الخبر,حي التحلية,غربية,3,1,3,25,1,0,1,1,0,180,13,13,675000
الدمام,حي النور,غربية,4,1,4,30,1,1,0,0,0,260,16,16,780000
جدة,حي الواحة,شمالية,4,1,3,25,2,0,1,1,1,132,11,11,480000
جدة,حي الواحة,شمالية,4,1,2,21,2,1,1,1,1,156,12,12,530000
جدة,حي الواحة,شمالية شرقية,4,1,4,25,4,0,1,1,1,136,11,11,440000
خميس مشيط,حي الربيع,شرقية,7,4,4,20,1,0,1,1,1,380,19,19,680000
الدمام,حي النور,شمالية,5,1,3,30,1,0,0,0,1,175,13,13,480000
الدمام,حي الفردوس,شرقية,5,1,3,25,2,0,1,0,1,145,12,12,485000
جدة,حي الواحة,شمالية شرقية,5,1,3,20,5,0,1,1,1,252,15,15,750000
جدة,حي الربوة,شمالية,5,1,2,21,2,1,1,1,1,171,13,13,620000
الدمام,حي النور,شمالية,5,1,3,30,1,0,0,0,0,175,13,13,480000
جدة,حي الفيحاء,جنوبية غربية,5,1,4,38,2,0,1,1,1,170,13,13,619000
الدمام,حي الفردوس,شرقية,5,1,4,24,2,0,1,0,1,200,14,14,580000
جدة,حي مريخ,شمالية غربية,6,4,4,30,2,0,1,1,1,235,15,15,750000
الرياض,حي ظهرة لبن,شمالية غربية,3,1,3,30,2,4,1,0,1,179,13,13,650000
الدمام,حي غرناطة,شمالية,5,1,5,40,2,0,1,1,1,190,13,13,550000
جدة,حي الصفا,شرقية,5,1,3,20,1,0,1,0,1,160,12,12,680000
جدة,حي مريخ,شمالية,5,2,4,27,3,1,1,1,1,225,15,15,720000
الدمام,حي البساتين,شرقية,5,1,3,20,2,0,1,0,1,200,14,14,580000
الدمام,حي النور,جنوبية,3,1,3,14,2,2,1,1,1,198,14,14,495000
جدة,حي المنار,شمالية,4,1,3,20,2,0,1,1,1,133,11,11,435000
جدة,حي الواحة,شمالية غربية,4,1,3,36,5,0,1,1,1,136,11,11,450000
جدة,حي المنار,غربية,4,1,3,31,3,0,1,1,1,122,11,11,475000
الدمام,حي الفردوس,شرقية,5,1,1,20,1,0,0,1,1,150,12,12,410000
الدمام,حي الفردوس,شرقية,5,1,3,24,2,0,1,0,1,190,13,13,580000
الرياض,حي الزهرة,جنوبية شرقية,4,1,3,30,1,0,1,0,1,170,13,13,780000
جدة,حي الربوة,شمالية,5,1,3,15,2,0,1,0,1,178,13,13,650000
جدة,حي الواحة,جنوبية شرقية,5,1,4,25,3,0,1,1,1,198,14,14,630000
بريدة,حي سلطانة,شمالية,4,1,3,30,1,0,0,0,0,200,14,14,550000
الدمام,حي النور,شرقية,5,1,3,62,2,0,1,1,1,155,12,12,460000
ابها,حي القريقر,شمالية,6,1,4,15,1,0,1,1,0,380,19,19,700000
الدمام,حي الفيحاء,غربية,5,1,5,30,1,0,1,1,1,240,15,15,560000
الدمام,حي الفيحاء,شرقية,1,1,5,25,1,0,1,1,1,230,15,15,610000
جدة,حي الواحة,شمالية شرقية,5,1,3,20,3,0,1,1,1,160,12,12,530000
جدة,حي مريخ,غربية,4,1,3,18,4,0,0,1,1,150,12,12,560000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,26,1,0,1,0,1,270,16,16,650000
جدة,حي طيبة,شمالية شرقية,4,1,3,30,2,0,1,1,1,130,11,11,410000
جدة,حي الواحة,جنوبية شرقية,4,1,3,28,3,0,1,1,1,120,10,10,435000
الدمام,حي الضباب,جنوبية,1,1,3,30,1,0,1,0,1,200,14,14,720000
ابها,حي العرين,شمالية,2,1,3,20,1,0,1,0,1,207,14,14,670000
الدمام,حي المنار,جنوبية,3,1,3,20,2,0,0,0,0,260,16,16,770000
جدة,حي ابرق الرغامة,شرقية,5,1,3,20,3,0,1,1,1,192,13,13,570000
الدمام,حي الفردوس,شرقية,5,1,3,24,2,0,1,0,1,200,14,14,600000
الدمام,حي النور,شرقية,5,1,4,18,3,0,0,1,1,180,13,13,470000
محايل,حي الحيلة الغربي,شرقية,4,1,3,20,1,0,0,0,0,180,13,13,400000
الدمام,حي الفردوس,شرقية,5,1,4,65,2,0,1,1,1,190,13,13,580000
بريدة,حي الرحاب,شرقية,4,2,4,23,1,0,0,1,0,190,13,13,520000
جدة,حي الواحة,شمالية شرقية,4,1,3,20,1,0,1,1,1,136,11,11,399000
الرياض,حي الحزم,جنوبية,3,1,3,25,2,9,0,0,1,164,12,12,400000
جدة,حي طيبة,شمالية شرقية,5,1,4,30,5,0,1,1,1,339,18,18,750000
جازان,حي الشاطئ,شمالية,5,1,4,21,1,0,1,1,1,205,14,14,575000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,30,2,0,1,1,1,145,12,12,410000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,33,2,0,1,1,1,190,13,13,590000
جازان,حي السويس,شرقية,5,2,4,40,2,0,1,1,1,215,14,14,540000
بريدة,حي سلطانة,شمالية,4,1,4,21,1,0,1,1,0,375,19,19,620000
جدة,حي الواحة,شمالية شرقية,4,1,3,40,5,0,1,1,1,150,12,12,500000
جدة,حي الواحة,شمالية شرقية,5,1,3,20,3,0,1,1,1,163,12,12,530000
الدمام,حي النور,شرقية,1,1,3,30,2,0,1,0,1,175,13,13,480000
جدة,حي مريخ,شرقية,5,2,4,17,1,0,1,0,1,140,11,11,560000
جدة,حي الواحة,غربية,4,1,3,32,2,0,1,1,1,148,12,12,449000
جدة,حي الريان,شرقية,4,1,3,20,2,0,1,1,1,130,11,11,395000
الدمام,حي النور,شرقية,5,1,3,36,3,0,0,1,1,175,13,13,470000
الدمام,حي الفردوس,شرقية,5,1,4,30,2,0,0,1,1,270,16,16,590000
الرياض,حي طويق,شرقية,4,1,3,30,1,0,1,0,1,162,12,12,627000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,20,4,0,0,1,1,180,13,13,585000
جدة,حي الواحة,شمالية,5,1,4,20,5,0,1,1,1,220,14,14,760000
جدة,حي المنار,شمالية غربية,4,1,3,26,3,0,1,1,1,121,11,11,435000
الدمام,حي الفردوس,شمالية شرقية,4,1,2,25,2,0,1,0,1,130,11,11,420000
الدمام,حي الفردوس,شرقية,4,1,4,50,2,0,1,1,1,145,12,12,505000
الرياض,حي ظهرة لبن,جنوبية,4,1,2,31,3,4,0,0,1,140,11,11,600000
الدمام,حي الفردوس,شرقية,5,1,4,31,1,0,1,1,1,250,15,15,720000
جدة,حي المنار,شمالية غربية,4,1,3,20,2,0,1,1,1,143,11,11,445000
الدمام,حي البساتين,شرقية,5,1,3,28,2,0,1,1,1,145,12,12,430000
الرياض,حي بدر,شرقية,3,2,2,20,2,9,0,0,1,148,12,12,450000
الدمام,حي الفردوس,شرقية,5,1,4,31,1,0,0,1,1,270,16,16,700000
الدمام,حي الفردوس,شرقية,5,1,1,20,1,0,0,1,1,150,12,12,410000
بريدة,حي الرحاب,غربية,5,1,5,20,1,0,0,0,0,375,19,19,620000
الدمام,حي النور,شرقية,5,1,3,25,1,0,0,1,1,180,13,13,480000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,26,2,0,1,1,1,145,12,12,410000
الرياض,حي عكاظ,جنوبية شرقية,4,1,3,30,1,0,1,0,1,250,15,15,760000
جدة,حي الواحة,شمالية,4,1,3,20,2,0,1,1,1,135,11,11,460000
الدمام,حي طيبة,شمالية,4,1,3,20,1,0,1,0,1,180,13,13,700000
الدمام,حي الفردوس,شرقية,5,1,4,40,2,0,1,1,1,128,11,11,440000
جدة,حي المنار,شمالية شرقية,4,1,3,20,5,0,1,1,1,136,11,11,465000
الدمام,حي الفردوس,شرقية,5,1,3,18,2,0,1,1,1,145,12,12,420000
الدمام,حي الفردوس,شرقية,4,1,3,25,2,0,1,1,1,135,11,11,430000
الدمام,حي الفردوس,شرقية,5,1,4,20,2,0,1,1,1,145,12,12,420000
خميس مشيط,حي الربيع,شمالية,6,4,4,40,1,0,1,1,1,220,14,14,650000
الظهران,حي هجر,شمالية شرقية,1,1,3,24,1,0,1,0,1,185,13,13,580000
ابها,حي القريقر,جنوبية,3,1,4,25,1,1,0,0,0,250,15,15,760000
الدمام,حي الفردوس,شرقية,5,1,3,28,2,0,1,1,1,190,13,13,590000
جدة,حي الواحة,شمالية غربية,4,1,3,20,2,0,1,1,1,133,11,11,445000
جدة,حي المنار,شمالية,4,1,3,27,4,0,1,1,1,122,11,11,469000
جدة,حي الواحة,شمالية,4,1,3,28,4,0,1,1,1,135,11,11,550000
تبوك,حي الهضيبة,جنوبية,3,1,4,20,1,0,0,1,0,200,14,14,540000
الرياض,حي ظهرة لبن,ثلاث شوارع,2,1,2,30,2,0,1,0,1,119,10,10,680000
الدمام,حي الفردوس,شرقية,5,1,3,25,2,0,0,1,1,200,14,14,580000
تبوك,حي الرويعيات,جنوبية,3,1,3,25,1,1,0,0,0,175,13,13,630000
الرياض,حي طويق,غربية,6,1,3,30,1,0,1,0,1,163,12,12,560000
الدمام,حي النور,جنوبية,5,1,3,30,1,0,0,0,0,175,13,13,480000
الدمام,حي الفردوس,شرقية,5,1,3,26,2,0,1,1,1,145,12,12,440000
الدمام,حي الفردوس,شرقية,5,1,3,25,2,0,1,1,1,145,12,12,440000
جدة,حي الصوارى,شمالية,5,1,3,15,3,0,0,0,0,167,12,12,750000
جدة,حي الرياض,شمالية,4,1,3,20,3,0,1,1,1,140,11,11,410000
الدمام,حي الفردوس,شرقية,5,1,3,20,2,0,1,0,1,270,16,16,650000
الرياض,حي ظهرة لبن,جنوبية,5,1,3,31,1,7,0,0,0,192,13,13,690000
الدمام,حي الفردوس,شرقية,5,1,3,31,2,0,0,1,1,180,13,13,600000
الدمام,حي الفردوس,شرقية,4,1,2,32,3,0,0,1,1,145,12,12,495000
جدة,حي الواحة,شمالية,5,1,2,25,8,0,1,1,1,222,14,14,719000
الرياض,حي ظهرة لبن,شرقية,5,1,3,30,2,5,0,0,1,195,13,13,650000
خميس مشيط,حي الواحة,شرقية,6,1,4,20,1,0,1,1,0,390,19,19,650000
جدة,حي الواحة,شمالية شرقية,5,1,4,30,4,0,1,1,1,182,13,13,595000
جازان,حي السويس,غربية,4,1,4,20,1,0,1,0,1,215,14,14,650000
الدمام,حي النور,شرقية,5,1,3,57,2,0,1,1,1,150,12,12,470000
جدة,حي الصفا,شمالية شرقية,4,1,3,20,3,0,1,1,1,150,12,12,470000
مكة المكرمة,حي المشاعر,غربية,5,1,5,20,1,0,1,0,1,225,15,15,730000
جدة,حي الواحة,جنوبية شرقية,4,1,3,20,2,0,1,1,1,126,11,11,435000
جدة,حي الواحة,غربية,1,1,3,21,1,0,1,1,1,148,12,12,459000
جازان,حي الصفا,جنوبية,5,1,3,25,4,0,1,0,0,220,14,14,540000
الدمام,حي الفردوس,شرقية,5,1,3,28,2,0,1,1,1,140,11,11,430000
الدمام,حي النور,شمالية,5,1,3,30,1,0,0,0,0,175,13,13,480000
جازان,حي النسيم,شمالية,5,2,3,29,3,0,1,1,1,216,14,14,700000
الدمام,حي الشعلة,شرقية,3,1,3,15,1,0,1,1,0,201,14,14,750000
جازان,حي الصفا,شمالية,5,1,3,20,1,0,0,0,0,194,13,13,550000
الدمام,حي النزهة,شرقية,5,1,3,28,2,0,1,1,1,180,13,13,580000
جدة,حي الواحة,شمالية,4,1,2,21,2,0,1,1,1,156,12,12,530000
جدة,حي الواحة,شمالية شرقية,4,1,3,30,6,0,1,1,1,138,11,11,430000
الدمام,حي الفيحاء,شمالية,5,1,4,25,1,0,0,0,1,220,14,14,610000
جدة,حي الواحة,جنوبية غربية,4,1,3,22,2,0,1,0,0,121,11,11,450000
جدة,حي ابحر الشمالية,شمالية شرقية,4,1,4,24,2,0,1,1,1,227,15,15,680000
الدمام,حي الفردوس,شرقية,5,1,3,30,3,0,1,0,1,200,14,14,590000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,32,4,0,1,1,1,158,12,12,455000
جدة,حي المنار,شمالية غربية,4,1,3,30,4,0,1,1,1,121,11,11,485000
خميس مشيط,حي الربيع,شرقية,5,1,3,25,1,0,1,1,1,280,16,16,650000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,24,2,0,1,1,1,145,12,12,420000
جدة,حي الصفا,جنوبية غربية,5,1,5,16,1,1,0,0,0,170,13,13,700000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,30,2,0,1,1,1,145,12,12,440000
جدة,حي النزهة,شمالية,5,1,4,16,2,0,1,1,1,175,13,13,720586
الدمام,حي الفردوس,شرقية,5,1,3,54,2,0,1,1,1,150,12,12,456000
الدمام,حي الشعلة,غربية,3,1,4,25,1,0,0,0,0,230,15,15,680000
جدة,حي الواحة,شمالية,4,1,3,20,2,0,1,1,1,138,11,11,460000
الرياض,حي الدار البيضاء,شرقية,1,2,5,30,1,0,1,0,0,200,14,14,480000
جدة,حي طيبة,شمالية شرقية,4,1,3,30,3,0,1,1,1,138,11,11,420000
جدة,حي الواحة,جنوبية,5,1,3,56,2,0,1,1,1,163,12,12,530000
الدمام,حي الشعلة,غربية,3,1,4,15,1,0,0,1,0,201,14,14,750000
جدة,حي بريمان,شمالية,4,1,3,20,1,0,1,1,1,130,11,11,395000
محايل,حي الحيلة الغربي,شمالية,4,1,3,22,1,0,1,0,0,167,12,12,400000
الدمام,حي الفيحاء,شرقية,5,1,3,5,2,0,0,1,1,150,12,12,465000
جدة,حي مريخ,شمالية,6,1,4,18,2,0,1,1,1,212,14,14,780000
الرياض,حي طويق,جنوبية غربية,3,1,3,30,1,0,1,0,1,132,11,11,590000
الدمام,حي الفيحاء,شرقية,5,1,4,29,2,0,0,0,1,230,15,15,570000
جدة,حي مريخ,شمالية,7,1,3,15,1,0,0,0,0,230,15,15,720000
الدمام,حي الفردوس,شرقية,5,1,3,28,2,0,1,0,1,200,14,14,570000
جدة,حي الواحة,شمالية شرقية,4,1,3,30,4,0,1,1,1,142,11,11,470000
الدمام,حي الفردوس,شرقية,5,1,3,53,2,0,1,1,1,130,11,11,440000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,24,2,0,1,0,1,190,13,13,580000
جدة,حي النزهة,شمالية,5,1,4,18,2,0,1,1,1,175,13,13,720000
جدة,حي الواحة,شمالية غربية,5,1,3,20,3,0,1,1,1,154,12,12,510000
الدمام,حي الضباب,شرقية,1,1,3,25,1,0,1,1,1,210,14,14,720000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,25,2,0,1,0,1,190,13,13,580000
الرياض,حي ظهرة لبن,شرقية,4,1,2,18,1,10,1,0,0,150,12,12,400000
خميس مشيط,حي النهضة,جنوبية,5,2,5,18,1,0,1,0,0,300,17,17,680000
الظهران,حي هجر,شرقية,5,1,3,26,3,0,1,1,1,140,11,11,510000
جدة,حي الواحة,غربية,1,1,3,21,1,0,1,1,1,148,12,12,459000
جدة,حي المنار,شمالية غربية,4,1,3,26,3,0,1,1,1,123,11,11,465000
تبوك,حي النهضة,شمالية,3,1,4,25,1,0,0,0,0,360,18,18,660000
الطائف,حي الوسام,شرقية,5,1,3,20,2,0,0,0,0,235,15,15,750000
الدمام,حي الفردوس,جنوبية شرقية,1,1,3,25,3,0,1,0,1,136,11,11,475000
جدة,حي المنار,شمالية غربية,5,1,4,20,5,0,1,1,1,230,15,15,699000
جدة,حي الواحة,شمالية شرقية,4,1,3,24,5,0,1,1,1,130,11,11,435000
جازان,حي السويس,شرقية,3,1,4,15,1,0,0,0,0,225,15,15,750000
جدة,حي الفيحاء,غربية,5,1,3,14,2,0,0,0,0,160,12,12,700000
محايل,حي الحيلة الغربي,شمالية,4,1,3,25,1,0,0,0,0,166,12,12,400000
جدة,حي الياقوت,جنوبية,4,1,3,16,1,0,0,1,1,135,11,11,600000
الدمام,حي النور,شرقية,5,1,3,52,2,0,1,1,1,150,12,12,470000
جدة,حي الواحة,شمالية غربية,4,1,3,40,3,0,1,1,1,135,11,11,460000
جدة,حي المنار,شمالية,4,1,3,20,2,0,1,1,1,122,11,11,435000
جدة,حي الصفا,شمالية شرقية,5,1,3,20,5,0,1,1,1,222,14,14,770000
جدة,حي الواحة,شمالية,5,1,5,15,5,0,1,1,1,220,14,14,750000
جدة,حي الواحة,جنوبية غربية,4,1,3,20,2,0,1,1,1,131,11,11,470000
جدة,حي النزهة,غربية,5,1,4,17,2,0,1,1,1,175,13,13,720000
الدمام,حي الفردوس,جنوبية شرقية,5,1,4,30,1,0,1,0,1,270,16,16,700000
الرياض,حي الدار البيضاء,شمالية,4,1,2,30,3,9,1,0,0,135,11,11,390000
الدمام,حي الفردوس,شرقية,5,1,3,28,2,0,1,0,1,190,13,13,580000
الدمام,حي الشعلة,غربية,5,1,3,18,2,0,1,0,1,205,14,14,690000
بريدة,حي سلطانة,شمالية,3,1,3,20,1,0,0,0,0,208,14,14,550000
جازان,حي السويس,شمالية,6,1,5,20,1,0,0,0,0,205,14,14,650000
الدمام,حي الفردوس,شرقية,5,1,4,25,1,0,1,0,1,180,13,13,650000
ابها,حي القريقر,شرقية,5,1,4,15,1,0,1,0,0,250,15,15,730000
جدة,حي طيبة,شمالية شرقية,5,1,3,30,3,0,1,1,1,160,12,12,460000
جدة,حي الريان,شمالية غربية,4,1,3,30,1,0,1,1,1,227,15,15,750000
الدمام,حي البساتين,شرقية,5,1,3,30,2,0,1,0,1,145,12,12,440000
الطائف,حي القمرية,شمالية,3,1,4,20,1,0,0,0,0,224,14,14,750000
الدمام,حي الفردوس,شرقية,5,1,3,30,1,0,1,1,1,270,16,16,700000
جدة,حي الواحة,شمالية,4,1,3,15,2,0,0,0,0,136,11,11,600000
الدمام,حي النور,شرقية,4,1,3,5,1,0,1,0,1,180,13,13,580000
الدمام,حي النزهة,شرقية,5,1,3,25,2,0,1,1,1,145,12,12,410000
الرياض,حي ظهرة لبن,جنوبية شرقية,1,1,2,30,2,8,1,0,1,141,11,11,650000
جدة,حي الواحة,شمالية,5,1,4,40,5,0,1,1,1,173,13,13,530000
جدة,حي المنار,شمالية شرقية,4,1,3,25,1,0,1,1,1,125,11,11,469000
الدمام,حي النور,شرقية,5,1,3,59,2,0,1,1,1,155,12,12,460000
خميس مشيط,حي مخطط الموسى,جنوبية,6,1,4,40,1,0,1,1,0,350,18,18,720000
الدمام,حي الشعلة,شمالية شرقية,5,1,3,20,2,0,1,1,1,190,13,13,560000
الدمام,حي الفردوس,شرقية,4,1,3,26,2,0,1,0,1,130,11,11,430000
جدة,حي الواحة,شمالية شرقية,5,1,3,20,3,0,1,1,1,160,12,12,520000
الدمام,حي الفردوس,شرقية,5,1,3,25,2,0,1,1,1,190,13,13,580000
جدة,حي طيبة,جنوبية,5,1,3,25,3,0,1,1,1,161,12,12,465000
الخرج,حي العزيزية,شمالية,3,1,4,15,1,0,1,1,0,265,16,16,550000
الرياض,حي اشبيلية,شرقية,5,2,3,40,2,1,1,0,1,165,12,12,750000
الدمام,حي الفيحاء,شمالية,5,1,3,25,3,0,0,0,1,220,14,14,620000
الدمام,حي الفردوس,شرقية,5,1,3,28,2,0,1,0,1,190,13,13,580000
جدة,حي الواحة,شمالية غربية,5,1,3,20,2,0,1,1,1,170,13,13,540000
جدة,حي الواحة,جنوبية غربية,4,1,3,20,2,0,1,1,1,142,11,11,480000
جدة,حي الواحة,جنوبية غربية,4,1,4,40,5,0,1,1,1,149,12,12,449000
الدمام,حي الفردوس,شرقية,4,1,2,33,2,0,0,1,1,128,11,11,430000
الرياض,حي ظهرة لبن,جنوبية,5,1,3,34,2,3,0,0,1,195,13,13,700000
جدة,حي المنار,جنوبية,4,1,3,20,2,0,1,1,1,126,11,11,469000
جدة,حي الحمدانية,غربية,6,1,5,16,2,0,1,1,1,225,15,15,785000
الدمام,حي الشعلة,شمالية شرقية,5,1,3,30,1,0,1,1,1,185,13,13,620000
جدة,حي الصوارى,شمالية,3,2,4,15,4,0,1,1,1,210,14,14,750000
مكة المكرمة,حي بطحاء قريش,شرقية,4,2,3,20,5,0,1,0,1,246,15,15,750000
جدة,حي المنار,جنوبية غربية,5,1,3,25,3,0,1,1,1,176,13,13,550000
الدمام,حي الفردوس,شرقية,5,1,3,53,3,0,1,1,1,130,11,11,420000
جدة,حي المنار,شمالية,4,1,3,20,2,0,1,1,1,133,11,11,435000
الطائف,حي الوسام,شمالية,4,1,4,15,2,0,0,0,0,230,15,15,750000
جدة,حي الواحة,شمالية,4,1,3,27,2,0,1,1,1,141,11,11,475000
جدة,حي الواحة,شمالية,5,1,4,20,5,0,1,1,1,285,16,16,730000
جدة,حي ابرق الرغامة,جنوبية شرقية,5,1,4,19,3,0,1,1,1,230,15,15,720000
الرياض,حي ظهرة لبن,شمالية غربية,4,1,3,20,2,1,0,0,1,186,13,13,720000
جدة,حي مريخ,شمالية,5,1,2,16,2,0,1,1,0,150,12,12,550000
الرياض,حي لبن,شمالية شرقية,4,1,3,30,2,10,1,0,1,129,11,11,600000
الرياض,حي بدر,شمالية,3,1,2,36,1,0,1,0,0,142,11,11,385000
الطائف,حي الشهداء الجنوبية,غربية,3,1,3,20,1,0,1,0,0,225,15,15,650000
الدمام,حي الفردوس,شرقية,5,1,3,26,2,0,1,0,1,190,13,13,570000
الدمام,حي الفردوس,شرقية,4,1,3,26,2,0,1,0,1,130,11,11,430000
جدة,حي الواحة,جنوبية,5,1,4,18,3,0,1,1,1,220,14,14,790000
جدة,حي الواحة,شمالية شرقية,4,1,3,25,3,0,1,1,1,139,11,11,450000
الدمام,حي الشعلة,شمالية شرقية,5,1,4,20,1,0,1,1,1,225,15,15,690000
الدمام,حي المنتزه,شرقية,5,1,3,25,2,0,1,0,1,190,13,13,580000
جدة,حي النخيل,شمالية شرقية,4,1,3,20,3,0,1,1,1,148,12,12,440000
جدة,حي ابحر الشمالية,شمالية,4,1,3,20,2,0,1,1,1,123,11,11,600000
الدمام,حي الفردوس,شرقية,5,1,3,24,3,0,1,1,1,140,11,11,410000
الدمام,حي الفردوس,شرقية,5,1,3,25,1,0,1,0,1,270,16,16,650000
الدمام,حي النور,شرقية,5,1,3,25,2,0,0,1,1,180,13,13,470000
ابها,حي القريقر,جنوبية,5,1,4,15,1,0,1,1,0,240,15,15,730000
الدمام,حي النور,شرقية,5,1,3,25,1,0,0,1,1,180,13,13,470000
جدة,حي الواحة,شمالية,4,1,3,25,3,0,1,0,0,136,11,11,429000
جدة,حي النعيم,جنوبية,5,1,3,18,2,0,1,1,1,171,13,13,650000
الدمام,حي النور,شمالية,5,1,3,30,1,0,1,0,1,175,13,13,480000
جدة,حي الصوارى,جنوبية,5,1,4,19,4,0,0,0,0,165,12,12,750000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,30,3,0,1,1,1,150,12,12,465000
جدة,حي المنار,شمالية شرقية,5,1,4,30,4,0,1,1,1,155,12,12,499000
جدة,حي الواحة,شمالية غربية,5,1,4,40,6,0,1,1,1,301,17,17,770000
الدمام,حي الشعلة,غربية,5,1,3,30,1,0,1,1,1,210,14,14,520000
الرياض,حي طويق,غربية,3,1,3,30,4,0,1,0,1,114,10,10,500000
جدة,حي الواحة,شرقية,5,1,3,18,3,0,0,1,1,171,13,13,720000
جدة,حي بريمان,شمالية شرقية,4,1,3,30,4,0,1,1,1,146,12,12,440000
الدمام,حي الفردوس,شمالية شرقية,5,1,3,25,2,0,1,0,1,190,13,13,580000
الدمام,حي النور,شرقية,5,1,3,20,2,0,1,0,1,175,13,13,580000
الرياض,حي القادسية,جنوبية شرقية,4,1,2,22,1,9,1,0,1,116,10,10,550000
جدة,حي الواحة,شرقية,5,2,4,19,2,0,1,0,1,220,14,14,710000
جدة,حي مريخ,شمالية,4,2,4,35,3,1,1,1,1,220,14,14,700000
جدة,حي ابرق الرغامة,شمالية غربية,5,1,3,10,2,0,1,1,1,154,12,12,500000
الدمام,حي النور,جنوبية,5,1,3,30,1,0,0,0,1,175,13,13,480000
جدة,حي الواحة,شمالية,4,1,3,20,3,0,1,1,1,129,11,11,439000
جدة,حي الواحة,شمالية شرقية,5,1,4,25,2,5,1,1,1,178,13,13,650000
الدمام,حي النور,شرقية,5,1,3,18,2,0,0,1,1,180,13,13,470000
الدمام,حي النور,شرقية,5,1,3,57,2,0,1,1,1,150,12,12,460000
الدمام,حي المنتزه,شرقية,5,1,3,25,2,0,1,1,1,145,12,12,475000
تبوك,حي ابو سبعة,شمالية,6,1,4,30,1,0,1,1,0,228,15,15,750000
جدة,حي الريان,شمالية,5,1,5,16,2,0,1,1,1,205,14,14,720000
تبوك,حي ابو سبعة,شمالية,3,1,3,30,1,0,0,0,0,190,13,13,550000
الدمام,حي الفردوس,شرقية,5,1,3,28,2,0,1,1,1,140,11,11,430000
الدمام,حي الفيحاء,غربية,5,1,3,25,3,0,0,0,1,230,15,15,570000
الظهران,حي هجر,شمالية,3,1,3,20,1,0,1,0,1,185,13,13,650000
الرياض,حي اليرموك,شمالية غربية,3,1,2,25,1,0,0,0,0,115,10,10,700000
الرياض,حي بدر,شمالية شرقية,3,1,2,20,2,0,1,0,1,112,10,10,400000
الرياض,حي الزهرة,جنوبية شرقية,4,1,3,30,1,0,1,0,1,170,13,13,780000
الدمام,حي النور,شرقية,5,1,3,18,2,0,0,1,1,180,13,13,470000
الرياض,حي ظهرة لبن,شمالية,4,1,3,30,2,10,1,0,0,146,12,12,520000
الرياض,حي الدار البيضاء,غربية,5,1,3,30,2,0,1,0,1,194,13,13,530000
الدمام,حي الفردوس,شرقية,5,1,3,0,3,0,1,1,1,130,11,11,430000
الرياض,حي ظهرة لبن,شرقية,3,1,2,24,1,10,1,0,0,125,11,11,550000
الدمام,حي الفيحاء,شرقية,5,1,4,18,2,0,0,1,1,220,14,14,570000
خميس مشيط,حي النسيم,شمالية,5,1,3,20,3,3,1,0,1,230,15,15,520000
جدة,حي الواحة,شمالية,5,1,4,40,4,0,1,1,1,166,12,12,520000
الرياض,حي ظهرة لبن,جنوبية شرقية,1,1,2,30,2,8,1,0,1,141,11,11,650000
الدمام,حي النزهة,شرقية,5,1,3,18,2,0,1,0,1,180,13,13,580000
الرياض,حي الحزم,غربية,2,1,2,5,2,6,1,0,0,146,12,12,500000
